locality string,country,Prefecture,county,latitude,longitude,correction status,precision,error polygon,multiple results,uncertainty radius,Island,TNS No.,Type status,Genus,Species epithet,Collector,Collection Date (Year),Collecting Date (Month),Collecting Date (Day),Country,Prefecture,Island,City/Town,Ward Name,Identifier
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1084,,166825,,Heterosiphonia,japonica,M. Suzuki,2001,2,23,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1085,,182577,,Heterosiphonia,japonica,M. Suzuki,2001,2,23,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1086,,182589,,Heterosiphonia,japonica,M. Suzuki,2001,2,23,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1087,,182588,,Heterosiphonia,japonica,M. Suzuki,2001,2,24,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1088,,182578,,Heterosiphonia,japonica,M. Suzuki,2005,2,24,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1089,,182579,,Heterosiphonia,japonica,M. Suzuki,2005,2,24,Japan,Kanagawa,,Kamakura,,M. Suzuki
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1090,,164174,,Heterosiphonia,japonica,T. Yokosawa,2005,3,14,Japan,Kanagawa,,Kamakura,,T. Yokosawa
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1091,,178905,,Heterosiphonia,japonica,M. Kimura,2007,**,**,Japan,Kanagawa,,Kamakura,,T. Kitayama
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1092,,178981,,Heterosiphonia,japonica,M. Tanaka,2007,**,**,Japan,Kanagawa,,Kamakura,,T. Kitayama
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1093,,178982,,Heterosiphonia,japonica,J. Sugiyama,2007,**,**,Japan,Kanagawa,,Kamakura,,T. Kitayama
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1094,,179022,,Heterosiphonia,japonica,M. Tanaka,2008,**,**,Japan,Kanagawa,,Kamakura,,T. Kitayama
Kamakura,Japan,Kanagawa,,35.302334,139.540728,yes,High(83),,"35.329998,139.537981,KAMAKURA|Unavailable|301|High(83),35.308889,139.550278,KAMAKURA|Unavailable|3036|High(83)",1095,,179539,,Heterosiphonia,japonica,J. Sugiyama,2010,**,**,Japan,Kanagawa,,Kamakura,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Kitaibaraki,Japan,Ibaraki,,36.803953,140.767509,yes,High(86),,"36.783333,140.75,KITAIBARAKI|Unavailable|3036|High(86),36.839869,140.687358,KITAIBARAKI|Unavailable|301|High(86),36.310353,140.316149,IBARAKI|Unavailable|301|Low(24)",3037,,163902,,Heterosiphonia,japonica,M. Nakaniwa,1974,8,9,Japan,Ibaraki,,Kitaibaraki,,M. Nakaniwa
,,,,,,,,,,,,,,,,,,,,,,,,,
Kominato,Japan,Chiba,,35.110488,140.197082,yes,High(83),,"35.116667,140.2,KOMINATO|Unavailable|3036|High(83)",3037,,158118,,Heterosiphonia,japonica,M. Higashi,1933,4,,Japan,Chiba,,Kominato,,
Kominato,Japan,Chiba,,35.110488,140.197082,yes,High(83),,"35.116667,140.2,KOMINATO|Unavailable|3036|High(83)",3038,,172721,,Heterosiphonia,japonica,Y. Yamaoka,1996,4,4,Japan,Chiba,,Kominato,,T. Kitayama
Kominato,Japan,Chiba,,35.110488,140.197082,yes,High(83),,"35.116667,140.2,KOMINATO|Unavailable|3036|High(83)",3039,,172722,,Heterosiphonia,japonica,Y. Yamaoka,1996,4,4,Japan,Chiba,,Kominato,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Kushimoto,Japan,Wakayama,,33.467669,135.785736,yes,High(84),,"33.466667,135.783333,KUSHIMOTO|Unavailable|3036|High(84)",3037,,45160,,Heterosiphonia,japonica,M. Yoshizaki,1978,4,22,Japan,Wakayama,,Kushimoto,,
Kushimoto,Japan,Wakayama,,33.467669,135.785736,yes,High(84),,"33.466667,135.783333,KUSHIMOTO|Unavailable|3036|High(84)",3038,,45161,,Heterosiphonia,japonica,M. Yoshizaki,1978,4,22,Japan,Wakayama,,Kushimoto,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Minamiizu,Japan,Shizuoka,,34.61504,138.872151,yes,,,,3601,,176742,,Heterosiphonia,japonica,K. Matsue,1980,**,**,Japan,Shizuoka,,Minamiizu,,K. Matsue
,,,,,,,,,,,,,,,,,,,,,,,,,
Minami-Izu,Japan,Shizuoka,,34.61504,138.872151,yes,Low(36),,"25.819444,131.25,MINAMI|Unavailable|3036|Low(36),24.779549,141.323603,MINAMI|Unavailable|3036|Low(36),36.066667,133.1,MINAMI|Unavailable|3036|Low(36)",3639,,28664,,Heterosiphonia,japonica,M. Chihara,1966,3,23,Japan,Shizuoka,,Minami-Izu,,M. Chihara
Minami-Izu,Japan,Shizuoka,,34.61504,138.872151,yes,Low(36),,"25.819444,131.25,MINAMI|Unavailable|3036|Low(36),24.779549,141.323603,MINAMI|Unavailable|3036|Low(36),36.066667,133.1,MINAMI|Unavailable|3036|Low(36)",3640,,28663,,Heterosiphonia,japonica,M. Chihara,1966,3,23,Japan,Shizuoka,,Minami-Izu,,M. Chihara
,,,,,,,,,,,,,,,,,,,,,,,,,
Miura,Japan,Kanagawa,,35.133577,139.641383,yes,High(80),,"35.167544,139.64104,MIURA|Unavailable|301|High(80),35.14,139.619167,MIURA|Unavailable|3036|High(80)",6061,,159857,,Heterosiphonia,japonica,S. Ohashi,1933,5,11,Japan,Kanagawa,,Miura,,
Miura,Japan,Kanagawa,,35.133577,139.641383,yes,High(80),,"35.167544,139.64104,MIURA|Unavailable|301|High(80),35.14,139.619167,MIURA|Unavailable|3036|High(80)",6062,,159859,,Heterosiphonia,japonica,S. Ohashi,1933,5,11,Japan,Kanagawa,,Miura,,
Miura,Japan,Kanagawa,,35.133577,139.641383,yes,High(80),,"35.167544,139.64104,MIURA|Unavailable|301|High(80),35.14,139.619167,MIURA|Unavailable|3036|High(80)",6063,,28816,,Heterosiphonia,japonica,Ogawa,1970,4,,Japan,Kanagawa,,Miura,,M. Chihara
Miura,Japan,Kanagawa,,35.133577,139.641383,yes,High(80),,"35.167544,139.64104,MIURA|Unavailable|301|High(80),35.14,139.619167,MIURA|Unavailable|3036|High(80)",6064,,28827,,Heterosiphonia,japonica,M. Chihara,1972,4,14,Japan,Kanagawa,,Miura,,M. Chihara
,,,,,,,,,,,,,,,,,,,,,,,,,
Muroran,Japan,Hokkaido,,42.31316,140.962307,yes,High(82),,"42.317222,140.988056,MURORAN|Unavailable|3036|High(82),42.366585,140.98845,MURORAN|Unavailable|301|High(82),42.317825,140.976168,MURORAN|Unavailable|301|High(82)",3037,,179822,,Heterosiphonia,japonica,M. Suzuki,2002,**,**,Japan,Hokkaido,,Muroran,,M. Suzuki
,,,,,,,,,,,,,,,,,,,,,,,,,
Niigata,Japan,Niigata,,37.932015,139.027388,yes,High(82),Unavailable,"37.523433,138.91748,NIIGATA|Unavailable|301|High(82),37.827378,139.033025,NIIGATA|Unavailable|301|High(82),37.902222,139.023611,NIIGATA|Unavailable|301|High(82),37.912005,139.061745,NIIGATA|Unavailable|301|High(82)",17139,,170717,,Heterosiphonia,japonica,K. Ikehara,1987,4,27,Japan,Niigata,,Niigata,,T. Yoshida
,,,,,,,,,,,,,,,,,,,,,,,,,
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3037,,163566,,Heterosiphonia,japonica,M. Chihara,1967,4,13,Japan,Chiba,,Ohara,,
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3038,,28748,,Heterosiphonia,japonica,M. Chihara,1967,4,13,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3039,,28747,,Heterosiphonia,japonica,M. Chihara,1967,4,13,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3040,,28694,,Heterosiphonia,japonica,M. Chihara,1967,4,13,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3041,,28695,,Heterosiphonia,japonica,M. Chihara,1967,4,13,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3042,,28671,,Heterosiphonia,japonica,H. Kawase,1967,4,26,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3043,,28812,,Heterosiphonia,japonica,S. Hiraide,1971,4,28,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3044,,28808,,Heterosiphonia,japonica,S. Hiraide,1971,4,28,Japan,Chiba,,Ohara,,M. Chihara
Ohara,Japan,Chiba,,35.249439,140.410799,yes,High(80),,"35.25,140.383333,OHARA|Unavailable|3036|High(80)",3045,,28807,,Heterosiphonia,japonica,S. Hiraide,1971,4,28,Japan,Chiba,,Ohara,,M. Chihara
,,,,,,,,,,,,,,,,,,,,,,,,,
Ohma,Japan,Aomori,,41.547776,140.911823,yes,,,,5714,,44401,,Heterosiphonia,japonica,T. Kitayama,1988,1,20,Japan,Aomori,,Ohma,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Onagawa,Japan,Miyagi,,38.439668,141.461703,yes,High(82),,"38.444912,141.432692,ONAGAWA|Unavailable|301|High(82),38.444038,141.445872,ONAGAWA|Unavailable|3036|High(82)",834,,172683,,Heterosiphonia,japonica,T. Yokosawa,2001,2,21,Japan,Miyagi,,Onagawa,,M. Suzuki
Onagawa,Japan,Miyagi,,38.439668,141.461703,yes,High(82),,"38.444912,141.432692,ONAGAWA|Unavailable|301|High(82),38.444038,141.445872,ONAGAWA|Unavailable|3036|High(82)",835,,172684,,Heterosiphonia,japonica,T. Yokosawa,2001,2,21,Japan,Miyagi,,Onagawa,,M. Suzuki
,,,,,,,,,,,,,,,,,,,,,,,,,
Osakikamishima,Japan,Hiroshima,,34.248659,132.864981,yes,Low(26),,"34.233333,132.9,OSAKIKAMI|Unavailable|301|Low(26),35.336389,139.154722,KAMISHIMA|Unavailable|3036|Low(26),35.333333,132.85,KAMISHIMA|Unavailable|3036|Low(26),35.333333,132.85,KAMISHIMA|Unavailable|301|Low(26),33.75,133.55,MISHIMA|Unavailable|3036|Low(24),40.674371,140.618306,MISHIMA|Unavailable|3036|Low(24),34.766667,131.15,MISHIMA|Unavailable|301|Low(24),35.139395,138.948823,MISHIMA|Unavailable|301|Low(24),37.116667,140.866667,MISHIMA|Unavailable|3036|Low(24),34.683333,137.75,MISHIMA|Unavailable|3036|Low(24),34.6,135.85,MISHIMA|Unavailable|3036|Low(24),33.983333,133.55,MISHIMA|Unavailable|3036|Low(24),37.666667,140.416667,MISHIMA|Unavailable|3036|Low(24),34.898869,135.653253,MISHIMA|Unavailable|301|Low(24),35.116667,138.916667,MISHIMA|Unavailable|3036|Low(24),40.627744,140.409842,MISHIMA|Unavailable|3036|Low(24)",8451,,46444,,Heterosiphonia,japonica,H. Tanaka,1999,4,16,Japan,Hiroshima,,Osakikamishima,,H. Tanaka
,,,,,,,,,,,,,,,,,,,,,,,,,
Rumoi,Japan,Hokkaido,,43.954725,141.633554,yes,High(80),,"43.94286,141.65175,RUMOI|Unavailable|301|High(80),43.934444,141.642778,RUMOI|Unavailable|3036|High(80)",2320,,169438,,Heterosiphonia,japonica,K. Inagaki,1963,3,26,Japan,Hokkaido,,Rumoi,,T. Kitayama
Rumoi,Japan,Hokkaido,,43.954725,141.633554,yes,High(80),,"43.94286,141.65175,RUMOI|Unavailable|301|High(80),43.934444,141.642778,RUMOI|Unavailable|3036|High(80)",2321,,169414,,Heterosiphonia,japonica,K. Inagaki,1963,5,12,Japan,Hokkaido,,Rumoi,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Ryotsu,Japan,Niigata,,38.083333,138.442946,yes,High(81),,"38.083333,138.433333,RYOTSU|Unavailable|3036|High(81)",3037,,166823,,Heterosiphonia,japonica,M. Suzuki,2002,7,28,Japan,Niigata,,Ryotsu,,M. Suzuki
Ryotsu,Japan,Niigata,,38.083941,138.440543,yes,High(81),,"38.083333,138.433333,RYOTSU|Unavailable|3036|High(81)",3036,Sado,182581,,Heterosiphonia,japonica,M. Suzuki,2003,7,23,Japan,Niigata,Sado,Ryotsu,,M. Suzuki
,,,,,,,,,,,,,,,,,,,,,,,,,
Sado,Japan,Niigata,,37.97816,138.303687,yes,High(79),,"38.024963,138.359305,SADO|Unavailable|3036|High(79),38.04439,138.389844,SADO|Unavailable|301|High(79),38,138.416667,SADO|Unavailable|301|High(79)",4006,Sado,175123,,Heterosiphonia,japonica,S. Yada,1994,**,**,Japan,Niigata,Sado,Sado,,M. Yoshizaki
,,,,,,,,,,,,,,,,,,,,,,,,,
Shido,Japan,Kagawa,,34.328437,134.173333,yes,High(80),,"34.323333,134.173333,SHIDO|Unavailable|3036|High(80)",3037,,162719,,Heterosiphonia,japonica,S. Mitani,1991,3,24,Japan,Kagawa,,Shido,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3037,,161375,,Heterosiphonia,japonica,M. Chihara,1955,3,10,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3038,,161377,,Heterosiphonia,japonica,M. Chihara,1956,3,1,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3039,,166545,,Heterosiphonia,japonica,M. Chihara,1956,5,6,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3040,,163449,,Heterosiphonia,japonica,M. Chihara,1959,4,12,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3041,,28710,,Heterosiphonia,japonica,M. Chihara,1965,4,5,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3042,,28711,,Heterosiphonia,japonica,M. Chihara,1965,4,5,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3043,,28690,,Heterosiphonia,japonica,M. Chihara,1965,4,5,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3044,,28672,,Heterosiphonia,japonica,M. Chihara,1965,4,5,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3045,,28673,,Heterosiphonia,japonica,M. Chihara,1965,4,5,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3046,,28689,,Heterosiphonia,japonica,M. Chihara,1965,4,6,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3047,,28688,,Heterosiphonia,japonica,M. Chihara,1965,4,6,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3048,,28661,,Heterosiphonia,japonica,M. Chihara,1965,4,6,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3049,,28735,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3050,,28734,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3051,,28731,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3052,,28732,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3053,,28733,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3054,,28691,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3055,,28687,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3056,,28686,,Heterosiphonia,japonica,M. Chihara,1966,3,24,Japan,Shizuoka,,Shimoda,,M. Chihara
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3057,,168851,,Heterosiphonia,japonica,,1970,3,25,Japan,Shizuoka,,Shimoda,,M. Yoshizaki
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3058,,166544,,Heterosiphonia,japonica,M. Chihara,1980,4,4,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3059,,166558,,Heterosiphonia,japonica,M. Chihara,1980,4,12,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3060,,166559,,Heterosiphonia,japonica,M. Chihara,1980,4,12,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3061,,166560,,Heterosiphonia,japonica,M. Chihara,1980,4,12,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3062,,166561,,Heterosiphonia,japonica,M. Chihara,1980,4,12,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3063,,166555,,Heterosiphonia,japonica,M. Chihara,1980,4,19,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3064,,173908,,Heterosiphonia,japonica,K. Matsue,1983,4,2,Japan,Shizuoka,,Shimoda,,K. Matsue
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3065,,173909,,Heterosiphonia,japonica,K. Matsue,1983,4,2,Japan,Shizuoka,,Shimoda,,K. Matsue
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3066,,173913,,Heterosiphonia,japonica,K. Matsue,1983,4,2,Japan,Shizuoka,,Shimoda,,K. Matsue
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3067,,173925,,Heterosiphonia,japonica,K. Matsue,1983,4,2,Japan,Shizuoka,,Shimoda,,K. Matsue
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3068,,173987,,Heterosiphonia,japonica,K. Matsue,1983,4,2,Japan,Shizuoka,,Shimoda,,K. Matsue
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3069,,173910,,Heterosiphonia,japonica,K. Matsue,1983,4,4,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3070,,173893,,Heterosiphonia,japonica,K. Matsue,1983,4,5,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3071,,173894,,Heterosiphonia,japonica,K. Matsue,1983,4,5,Japan,Shizuoka,,Shimoda,,
Shimoda,Japan,Shizuoka,,34.661443,138.947082,yes,High(82),,"34.666667,138.95,SHIMODA|Unavailable|3036|High(82),34.708793,138.921476,SHIMODA|Unavailable|301|High(82)",3072,,176735,,Heterosiphonia,japonica,K. Matsue,1984,**,**,Japan,Shizuoka,,Shimoda,,K. Matsue
,,,,,,,,,,,,,,,,,,,,,,,,,
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3037,,39343,,Heterosiphonia,japonica,M. Chihara,1968,5,11,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3038,,28760,,Heterosiphonia,japonica,M. Chihara,1968,5,11,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3039,,28759,,Heterosiphonia,japonica,M. Chihara,1968,5,11,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3040,,28739,,Heterosiphonia,japonica,M. Chihara,1968,5,11,Japan,Chiba,,Shirahama,,M. Chihara
